post_id,creator_id,title,post_type,access_level,minimum_tier_id,published_at,is_pinned
po_00559,cr_0009,Behind the Scenes #559,video,public,,2024-06-07 00:00:00,False
po_00560,cr_0009,WIP Preview #560,image,public,,2024-06-17 00:00:00,False
po_00561,cr_0009,New Tutorial #561,video,patron_only,ti_00020,2024-06-06 00:00:00,False
po_00562,cr_0009,Exclusive Sketch #562,image,public,,2024-07-19 00:00:00,False
po_00563,cr_0009,Final Piece #563,image,patron_only,ti_00020,2024-07-08 00:00:00,False
po_00564,cr_0009,Final Piece #564,image,patron_only,ti_00020,2024-08-25 00:00:00,False
po_00565,cr_0009,WIP Preview #565,image,patron_only,ti_00021,2024-08-12 00:00:00,False
po_00566,cr_0009,WIP Preview #566,image,patron_only,ti_00020,2024-08-10 00:00:00,False
po_00567,cr_0009,Final Piece #567,image,patron_only,ti_00020,2024-08-15 00:00:00,False
po_00568,cr_0009,Final Piece #568,image,patron_only,ti_00021,2024-08-27 00:00:00,False
po_00569,cr_0009,Weekly Newsletter #569,article,patron_only,ti_00021,2024-09-17 00:00:00,False
po_00570,cr_0009,Final Piece #570,image,patron_only,ti_00020,2024-09-15 00:00:00,False
po_00571,cr_0009,Weekly Update #571,video,public,,2024-09-06 00:00:00,False
po_00572,cr_0009,New Article #572,article,public,,2024-09-20 00:00:00,False
po_00573,cr_0009,WIP Preview #573,image,public,,2024-10-27 00:00:00,False
po_00574,cr_0009,Behind the Scenes #574,video,patron_only,ti_00020,2024-10-09 00:00:00,False
po_00575,cr_0009,Weekly Update #575,video,public,,2024-10-27 00:00:00,False
po_00576,cr_0009,Weekly Update #576,video,patron_only,ti_00020,2024-11-02 00:00:00,False
po_00577,cr_0009,Exclusive Sketch #577,image,patron_only,ti_00020,2024-11-10 00:00:00,False
po_00578,cr_0009,Weekly Update #578,video,patron_only,ti_00020,2024-11-04 00:00:00,False
po_00579,cr_0009,New Artwork #579,image,public,,2024-12-03 00:00:00,False
po_00580,cr_0009,Update Post #580,article,patron_only,ti_00020,2024-12-17 00:00:00,False
po_00581,cr_0009,WIP Preview #581,image,patron_only,ti_00020,2024-12-28 00:00:00,False
po_00582,cr_0009,Weekly Newsletter #582,article,patron_only,ti_00021,2025-01-04 00:00:00,False
po_00583,cr_0009,Weekly Update #583,video,patron_only,ti_00020,2025-02-04 00:00:00,False
po_00584,cr_0009,Exclusive Sketch #584,image,patron_only,ti_00020,2025-02-21 00:00:00,False
po_00585,cr_0009,Weekly Update #585,video,patron_only,ti_00020,2025-02-09 00:00:00,False
po_00586,cr_0009,New Article #586,article,patron_only,ti_00021,2025-03-13 00:00:00,False
po_00587,cr_0009,Final Piece #587,image,patron_only,ti_00020,2025-03-09 00:00:00,False
po_00588,cr_0009,Weekly Update #588,video,patron_only,ti_00021,2025-03-11 00:00:00,False
po_00589,cr_0009,WIP Preview #589,image,public,,2025-03-28 00:00:00,False
po_00590,cr_0009,Final Piece #590,image,patron_only,ti_00020,2025-04-17 00:00:00,False
po_00591,cr_0009,New Artwork #591,image,patron_only,ti_00021,2025-04-18 00:00:00,False
po_00592,cr_0009,Thoughts on #592,article,patron_only,ti_00020,2025-05-23 00:00:00,False
po_00593,cr_0009,New Artwork #593,image,public,,2025-05-02 00:00:00,False
po_00594,cr_0009,New Tutorial #594,video,public,,2025-06-02 00:00:00,False
po_00595,cr_0009,Update Post #595,article,patron_only,ti_00021,2025-08-03 00:00:00,False
po_00596,cr_0009,Behind the Scenes #596,video,patron_only,ti_00020,2025-08-09 00:00:00,False
po_00597,cr_0009,WIP Preview #597,image,patron_only,ti_00020,2025-08-10 00:00:00,False
po_00598,cr_0009,WIP Preview #598,image,patron_only,ti_00020,2025-09-17 00:00:00,False
po_00599,cr_0009,Weekly Newsletter #599,article,patron_only,ti_00020,2025-10-10 00:00:00,False
po_00600,cr_0009,WIP Preview #600,image,patron_only,ti_00020,2025-10-02 00:00:00,False
po_00601,cr_0009,Exclusive Sketch #601,image,public,,2025-10-03 00:00:00,False
po_00602,cr_0009,New Tutorial #602,video,public,,2025-11-23 00:00:00,False
po_00603,cr_0009,Exclusive Sketch #603,image,patron_only,ti_00020,2025-11-25 00:00:00,False
po_00604,cr_0009,Weekly Update #604,video,patron_only,ti_00021,2025-11-20 00:00:00,False
po_00605,cr_0009,Weekly Update #605,video,public,,2025-11-18 00:00:00,False
po_00606,cr_0009,Weekly Update #606,video,patron_only,ti_00021,2025-11-21 00:00:00,False
po_00607,cr_0009,Special Episode #607,video,patron_only,ti_00020,2025-12-13 00:00:00,False
po_00608,cr_0009,Exclusive Sketch #608,image,patron_only,ti_00021,2025-12-14 00:00:00,False
po_00609,cr_0009,New Artwork #609,image,patron_only,ti_00020,2025-12-04 00:00:00,False
po_00610,cr_0009,Special Episode #610,video,patron_only,ti_00020,2025-12-12 00:00:00,False
po_00611,cr_0009,Thoughts on #611,article,patron_only,ti_00021,2025-12-20 00:00:00,False
po_00612,cr_0010,New Article #612,article,patron_only,ti_00022,2024-01-19 00:00:00,False
po_00613,cr_0010,Template Download #613,file,patron_only,ti_00022,2024-01-25 00:00:00,False
po_00614,cr_0010,Update Post #614,article,patron_only,ti_00023,2024-02-05 00:00:00,False
po_00615,cr_0010,Thoughts on #615,article,patron_only,ti_00023,2024-02-14 00:00:00,False
po_00616,cr_0010,New Artwork #616,image,patron_only,ti_00023,2024-02-26 00:00:00,False
po_00617,cr_0010,Resource Pack #617,file,patron_only,ti_00022,2024-02-27 00:00:00,False
po_00618,cr_0010,Template Download #618,file,patron_only,ti_00022,2024-02-13 00:00:00,False
po_00619,cr_0010,Exclusive Sketch #619,image,patron_only,ti_00023,2024-03-13 00:00:00,False
po_00620,cr_0010,Resource Pack #620,file,patron_only,ti_00023,2024-04-15 00:00:00,False
po_00621,cr_0010,Resource Pack #621,file,patron_only,ti_00022,2024-04-03 00:00:00,False
po_00622,cr_0010,Update Post #622,article,patron_only,ti_00023,2024-04-21 00:00:00,False
po_00623,cr_0010,Project Files #623,file,patron_only,ti_00023,2024-04-03 00:00:00,False
po_00624,cr_0010,Thoughts on #624,article,patron_only,ti_00023,2024-04-10 00:00:00,False
po_00625,cr_0010,Final Piece #625,image,public,,2024-05-15 00:00:00,False
po_00626,cr_0010,New Article #626,article,patron_only,ti_00022,2024-05-08 00:00:00,True
po_00627,cr_0010,New Artwork #627,image,public,,2024-05-19 00:00:00,False
po_00628,cr_0010,Weekly Newsletter #628,article,patron_only,ti_00023,2024-06-21 00:00:00,False
po_00629,cr_0010,New Artwork #629,image,patron_only,ti_00023,2024-07-22 00:00:00,False
po_00630,cr_0010,New Artwork #630,image,patron_only,ti_00022,2024-07-06 00:00:00,False
po_00631,cr_0010,Final Piece #631,image,patron_only,ti_00023,2024-08-25 00:00:00,False
po_00632,cr_0010,Exclusive Sketch #632,image,patron_only,ti_00022,2024-11-12 00:00:00,False
po_00633,cr_0010,Update Post #633,article,patron_only,ti_00023,2024-11-13 00:00:00,False
po_00634,cr_0010,Thoughts on #634,article,public,,2024-12-02 00:00:00,False
po_00635,cr_0010,Template Download #635,file,patron_only,ti_00023,2024-12-06 00:00:00,False
po_00636,cr_0010,Project Files #636,file,patron_only,ti_00023,2024-12-09 00:00:00,False
po_00637,cr_0010,Thoughts on #637,article,patron_only,ti_00022,2025-01-22 00:00:00,False
po_00638,cr_0010,Weekly Newsletter #638,article,public,,2025-02-03 00:00:00,False
po_00639,cr_0010,New Artwork #639,image,patron_only,ti_00022,2025-02-24 00:00:00,False
po_00640,cr_0010,New Article #640,article,public,,2025-04-27 00:00:00,False
po_00641,cr_0010,Resource Pack #641,file,patron_only,ti_00022,2025-04-12 00:00:00,False
po_00642,cr_0010,Resource Pack #642,file,patron_only,ti_00022,2025-04-10 00:00:00,False
po_00643,cr_0010,Bonus Content #643,file,patron_only,ti_00023,2025-05-02 00:00:00,False
po_00644,cr_0010,Update Post #644,article,patron_only,ti_00022,2025-06-18 00:00:00,False
po_00645,cr_0010,Update Post #645,article,patron_only,ti_00022,2025-07-04 00:00:00,False
po_00646,cr_0010,Thoughts on #646,article,patron_only,ti_00022,2025-07-20 00:00:00,False
po_00647,cr_0010,WIP Preview #647,image,public,,2025-08-12 00:00:00,False
po_00648,cr_0010,Bonus Content #648,file,patron_only,ti_00022,2025-08-26 00:00:00,False
po_00649,cr_0010,WIP Preview #649,image,patron_only,ti_00022,2025-08-11 00:00:00,False
po_00650,cr_0010,Thoughts on #650,article,patron_only,ti_00023,2025-11-11 00:00:00,False
po_00651,cr_0010,Project Files #651,file,patron_only,ti_00022,2025-11-15 00:00:00,False
po_00652,cr_0010,New Article #652,article,public,,2025-12-20 00:00:00,False
po_00653,cr_0010,Exclusive Sketch #653,image,public,,2025-12-04 00:00:00,False
po_00654,cr_0010,WIP Preview #654,image,patron_only,ti_00023,2025-12-27 00:00:00,False
po_00655,cr_0011,Update Post #655,article,patron_only,ti_00025,2024-01-17 00:00:00,False
po_00656,cr_0011,Update Post #656,article,patron_only,ti_00025,2024-01-08 00:00:00,False
po_00657,cr_0011,New Artwork #657,image,patron_only,ti_00024,2024-01-04 00:00:00,False
po_00658,cr_0011,Special Episode #658,video,patron_only,ti_00024,2024-02-19 00:00:00,False
po_00659,cr_0011,Special Episode #659,video,patron_only,ti_00025,2024-03-01 00:00:00,False
po_00660,cr_0011,New Tutorial #660,video,patron_only,ti_00024,2024-03-14 00:00:00,False
po_00661,cr_0011,Update Post #661,article,patron_only,ti_00025,2024-03-11 00:00:00,False
po_00662,cr_0011,Weekly Newsletter #662,article,patron_only,ti_00024,2024-04-02 00:00:00,False
po_00663,cr_0011,Thoughts on #663,article,public,,2024-05-06 00:00:00,False
po_00664,cr_0011,Thoughts on #664,article,patron_only,ti_00024,2024-05-11 00:00:00,False
po_00665,cr_0011,Exclusive Sketch #665,image,patron_only,ti_00024,2024-06-05 00:00:00,False
po_00666,cr_0011,Weekly Newsletter #666,article,patron_only,ti_00025,2024-07-17 00:00:00,False
po_00667,cr_0011,WIP Preview #667,image,patron_only,ti_00024,2024-07-17 00:00:00,False
po_00668,cr_0011,New Artwork #668,image,patron_only,ti_00025,2024-08-16 00:00:00,False
po_00669,cr_0011,Weekly Newsletter #669,article,patron_only,ti_00024,2024-10-08 00:00:00,False
po_00670,cr_0011,New Article #670,article,patron_only,ti_00024,2024-10-17 00:00:00,False
po_00671,cr_0011,New Tutorial #671,video,patron_only,ti_00025,2024-11-21 00:00:00,False
po_00672,cr_0011,Weekly Update #672,video,patron_only,ti_00025,2025-01-11 00:00:00,False
po_00673,cr_0011,Exclusive Sketch #673,image,public,,2025-03-23 00:00:00,False
po_00674,cr_0011,New Article #674,article,patron_only,ti_00024,2025-04-17 00:00:00,False
po_00675,cr_0011,New Artwork #675,image,patron_only,ti_00025,2025-06-22 00:00:00,False
po_00676,cr_0011,Weekly Update #676,video,patron_only,ti_00025,2025-08-24 00:00:00,False
po_00677,cr_0011,Weekly Newsletter #677,article,public,,2025-10-01 00:00:00,False
po_00678,cr_0011,Special Episode #678,video,public,,2025-11-25 00:00:00,False
po_00679,cr_0011,WIP Preview #679,image,public,,2025-11-26 00:00:00,False
po_00680,cr_0011,Thoughts on #680,article,patron_only,ti_00024,2025-12-04 00:00:00,False
po_00681,cr_0012,New Article #681,article,patron_only,ti_00026,2024-01-16 00:00:00,True
po_00682,cr_0012,New Artwork #682,image,public,,2024-01-28 00:00:00,False
po_00683,cr_0012,Final Piece #683,image,patron_only,ti_00027,2024-01-14 00:00:00,False
po_00684,cr_0012,New Artwork #684,image,patron_only,ti_00027,2024-01-13 00:00:00,False
po_00685,cr_0012,Thoughts on #685,article,patron_only,ti_00026,2024-02-17 00:00:00,False
po_00686,cr_0012,New Article #686,article,patron_only,ti_00027,2024-02-15 00:00:00,False
po_00687,cr_0012,New Artwork #687,image,patron_only,ti_00026,2024-02-13 00:00:00,False
po_00688,cr_0012,Exclusive Sketch #688,image,patron_only,ti_00026,2024-02-25 00:00:00,False
po_00689,cr_0012,Exclusive Sketch #689,image,patron_only,ti_00027,2024-03-13 00:00:00,False
po_00690,cr_0012,Update Post #690,article,patron_only,ti_00026,2024-03-22 00:00:00,False
po_00691,cr_0012,New Artwork #691,image,patron_only,ti_00026,2024-03-13 00:00:00,False
po_00692,cr_0012,Special Episode #692,video,patron_only,ti_00027,2024-03-06 00:00:00,False
po_00693,cr_0012,Weekly Newsletter #693,article,patron_only,ti_00026,2024-03-27 00:00:00,False
po_00694,cr_0012,New Article #694,article,patron_only,ti_00026,2024-03-15 00:00:00,False
po_00695,cr_0012,New Article #695,article,patron_only,ti_00026,2024-04-15 00:00:00,False
po_00696,cr_0012,Exclusive Sketch #696,image,patron_only,ti_00027,2024-04-09 00:00:00,False
po_00697,cr_0012,New Article #697,article,patron_only,ti_00027,2024-04-25 00:00:00,False
po_00698,cr_0012,Update Post #698,article,patron_only,ti_00026,2024-04-25 00:00:00,False
po_00699,cr_0012,Update Post #699,article,patron_only,ti_00026,2024-05-13 00:00:00,False
po_00700,cr_0012,Weekly Update #700,video,patron_only,ti_00026,2024-06-05 00:00:00,False
po_00701,cr_0012,Weekly Update #701,video,patron_only,ti_00026,2024-06-11 00:00:00,False
po_00702,cr_0012,New Tutorial #702,video,patron_only,ti_00026,2024-07-04 00:00:00,True
po_00703,cr_0012,New Tutorial #703,video,patron_only,ti_00026,2024-07-12 00:00:00,False
po_00704,cr_0012,WIP Preview #704,image,public,,2024-07-03 00:00:00,False
po_00705,cr_0012,Special Episode #705,video,patron_only,ti_00026,2024-07-06 00:00:00,False
po_00706,cr_0012,Update Post #706,article,patron_only,ti_00026,2024-07-22 00:00:00,False
po_00707,cr_0012,Weekly Newsletter #707,article,patron_only,ti_00026,2024-07-12 00:00:00,False
po_00708,cr_0012,New Tutorial #708,video,patron_only,ti_00027,2024-08-20 00:00:00,False
po_00709,cr_0012,Behind the Scenes #709,video,patron_only,ti_00026,2024-08-08 00:00:00,False
po_00710,cr_0012,Weekly Newsletter #710,article,public,,2024-08-17 00:00:00,False
po_00711,cr_0012,New Artwork #711,image,patron_only,ti_00027,2024-08-05 00:00:00,True
po_00712,cr_0012,Final Piece #712,image,public,,2024-09-02 00:00:00,False
po_00713,cr_0012,New Tutorial #713,video,patron_only,ti_00026,2024-09-19 00:00:00,False
po_00714,cr_0012,New Tutorial #714,video,patron_only,ti_00027,2024-09-28 00:00:00,False
po_00715,cr_0012,WIP Preview #715,image,patron_only,ti_00027,2024-10-07 00:00:00,False
po_00716,cr_0012,Final Piece #716,image,patron_only,ti_00026,2024-11-05 00:00:00,False
po_00717,cr_0012,Thoughts on #717,article,patron_only,ti_00026,2024-11-02 00:00:00,False
po_00718,cr_0012,New Tutorial #718,video,patron_only,ti_00026,2024-11-19 00:00:00,False
po_00719,cr_0012,New Artwork #719,image,patron_only,ti_00027,2024-11-03 00:00:00,False
po_00720,cr_0012,Special Episode #720,video,patron_only,ti_00026,2024-11-12 00:00:00,False
po_00721,cr_0012,Exclusive Sketch #721,image,public,,2024-12-17 00:00:00,False
po_00722,cr_0012,Behind the Scenes #722,video,patron_only,ti_00027,2024-12-11 00:00:00,False
po_00723,cr_0012,New Article #723,article,patron_only,ti_00026,2025-01-01 00:00:00,False
po_00724,cr_0012,Weekly Update #724,video,patron_only,ti_00026,2025-01-05 00:00:00,False
po_00725,cr_0012,Update Post #725,article,patron_only,ti_00026,2025-01-02 00:00:00,False
po_00726,cr_0012,Weekly Newsletter #726,article,patron_only,ti_00027,2025-02-17 00:00:00,False
po_00727,cr_0012,Thoughts on #727,article,patron_only,ti_00026,2025-03-07 00:00:00,False
po_00728,cr_0012,Behind the Scenes #728,video,patron_only,ti_00027,2025-04-10 00:00:00,False
po_00729,cr_0012,WIP Preview #729,image,patron_only,ti_00026,2025-04-12 00:00:00,False
po_00730,cr_0012,Weekly Update #730,video,public,,2025-05-15 00:00:00,False
po_00731,cr_0012,Final Piece #731,image,patron_only,ti_00026,2025-05-14 00:00:00,True
po_00732,cr_0012,Exclusive Sketch #732,image,public,,2025-05-13 00:00:00,False
po_00733,cr_0012,WIP Preview #733,image,patron_only,ti_00027,2025-05-09 00:00:00,False
po_00734,cr_0012,Special Episode #734,video,patron_only,ti_00027,2025-05-28 00:00:00,False
po_00735,cr_0012,Behind the Scenes #735,video,patron_only,ti_00026,2025-05-28 00:00:00,False
po_00736,cr_0012,New Artwork #736,image,patron_only,ti_00026,2025-05-15 00:00:00,False
po_00737,cr_0012,Weekly Update #737,video,patron_only,ti_00026,2025-06-10 00:00:00,False
po_00738,cr_0012,Exclusive Sketch #738,image,patron_only,ti_00026,2025-07-20 00:00:00,False
po_00739,cr_0012,New Artwork #739,image,patron_only,ti_00027,2025-07-07 00:00:00,False
po_00740,cr_0012,Behind the Scenes #740,video,patron_only,ti_00026,2025-08-04 00:00:00,False
po_00741,cr_0012,Special Episode #741,video,patron_only,ti_00026,2025-09-11 00:00:00,False
po_00742,cr_0012,Special Episode #742,video,public,,2025-09-05 00:00:00,False
po_00743,cr_0012,Behind the Scenes #743,video,patron_only,ti_00026,2025-09-04 00:00:00,False
po_00744,cr_0012,New Artwork #744,image,public,,2025-09-19 00:00:00,False
po_00745,cr_0012,Weekly Newsletter #745,article,patron_only,ti_00026,2025-10-05 00:00:00,False
po_00746,cr_0012,Final Piece #746,image,patron_only,ti_00027,2025-10-18 00:00:00,False
po_00747,cr_0012,Weekly Newsletter #747,article,patron_only,ti_00026,2025-10-02 00:00:00,False
po_00748,cr_0012,WIP Preview #748,image,public,,2025-10-24 00:00:00,False
po_00749,cr_0012,Update Post #749,article,public,,2025-10-01 00:00:00,False
po_00750,cr_0012,New Article #750,article,patron_only,ti_00027,2025-10-09 00:00:00,False
po_00751,cr_0012,WIP Preview #751,image,patron_only,ti_00026,2025-11-25 00:00:00,False
po_00752,cr_0012,Behind the Scenes #752,video,patron_only,ti_00026,2025-11-16 00:00:00,False
po_00753,cr_0012,New Tutorial #753,video,patron_only,ti_00026,2025-11-12 00:00:00,False
po_00754,cr_0012,Final Piece #754,image,patron_only,ti_00027,2025-11-03 00:00:00,False
po_00755,cr_0012,Weekly Update #755,video,patron_only,ti_00027,2025-12-14 00:00:00,False
po_00756,cr_0012,Update Post #756,article,patron_only,ti_00027,2025-12-06 00:00:00,False
po_00757,cr_0012,Weekly Newsletter #757,article,patron_only,ti_00027,2025-12-02 00:00:00,False
po_00758,cr_0012,New Artwork #758,image,public,,2025-12-22 00:00:00,False
po_00759,cr_0012,New Article #759,article,patron_only,ti_00027,2025-12-02 00:00:00,False
po_00760,cr_0012,WIP Preview #760,image,patron_only,ti_00026,2025-12-24 00:00:00,False
po_00761,cr_0013,Bonus Content #761,audio,patron_only,ti_00028,2024-01-07 00:00:00,False
po_00762,cr_0013,New Episode #762,audio,patron_only,ti_00030,2024-01-17 00:00:00,False
po_00763,cr_0013,New Article #763,article,public,,2024-01-14 00:00:00,False
po_00764,cr_0013,Monthly Update #764,audio,patron_only,ti_00028,2024-01-11 00:00:00,False
po_00765,cr_0013,New Episode #765,audio,patron_only,ti_00028,2024-01-07 00:00:00,False
po_00766,cr_0013,Bonus Content #766,audio,patron_only,ti_00030,2024-01-21 00:00:00,False
po_00767,cr_0013,New Article #767,article,patron_only,ti_00028,2024-02-11 00:00:00,False
po_00768,cr_0013,Q&A Session #768,audio,patron_only,ti_00029,2024-02-24 00:00:00,False
po_00769,cr_0013,Monthly Update #769,audio,patron_only,ti_00029,2024-03-26 00:00:00,False
po_00770,cr_0013,Final Piece #770,image,patron_only,ti_00029,2024-03-12 00:00:00,False
po_00771,cr_0013,Q&A Session #771,audio,patron_only,ti_00028,2024-03-14 00:00:00,False
po_00772,cr_0013,WIP Preview #772,image,public,,2024-03-10 00:00:00,False
po_00773,cr_0013,New Artwork #773,image,patron_only,ti_00028,2024-04-12 00:00:00,True
po_00774,cr_0013,Exclusive Sketch #774,image,patron_only,ti_00029,2024-04-28 00:00:00,False
po_00775,cr_0013,Q&A Session #775,audio,patron_only,ti_00028,2024-04-12 00:00:00,False
po_00776,cr_0013,Final Piece #776,image,patron_only,ti_00028,2024-05-26 00:00:00,False
po_00777,cr_0013,New Artwork #777,image,patron_only,ti_00028,2024-05-07 00:00:00,False
po_00778,cr_0013,Final Piece #778,image,patron_only,ti_00028,2024-06-08 00:00:00,False
po_00779,cr_0013,New Artwork #779,image,public,,2024-06-24 00:00:00,False
po_00780,cr_0013,Thoughts on #780,article,patron_only,ti_00029,2024-06-24 00:00:00,False
po_00781,cr_0013,New Artwork #781,image,public,,2024-07-17 00:00:00,False
po_00782,cr_0013,Q&A Session #782,audio,patron_only,ti_00028,2024-07-20 00:00:00,False
po_00783,cr_0013,Bonus Content #783,audio,public,,2024-07-02 00:00:00,False
po_00784,cr_0013,New Artwork #784,image,patron_only,ti_00029,2024-07-02 00:00:00,False
po_00785,cr_0013,Q&A Session #785,audio,patron_only,ti_00030,2024-08-28 00:00:00,False
po_00786,cr_0013,Exclusive Sketch #786,image,patron_only,ti_00028,2024-08-08 00:00:00,False
po_00787,cr_0013,Q&A Session #787,audio,patron_only,ti_00028,2024-08-07 00:00:00,False
po_00788,cr_0013,Monthly Update #788,audio,patron_only,ti_00028,2024-08-19 00:00:00,False
po_00789,cr_0013,Thoughts on #789,article,patron_only,ti_00028,2024-09-02 00:00:00,False
po_00790,cr_0013,Exclusive Sketch #790,image,patron_only,ti_00028,2024-09-28 00:00:00,False
po_00791,cr_0013,Update Post #791,article,patron_only,ti_00030,2024-10-07 00:00:00,False
po_00792,cr_0013,New Artwork #792,image,public,,2024-10-19 00:00:00,False
po_00793,cr_0013,New Episode #793,audio,patron_only,ti_00028,2024-10-20 00:00:00,False
po_00794,cr_0013,Weekly Newsletter #794,article,patron_only,ti_00028,2024-10-06 00:00:00,False
po_00795,cr_0013,Bonus Content #795,audio,patron_only,ti_00029,2024-11-10 00:00:00,False
po_00796,cr_0013,Monthly Update #796,audio,public,,2024-11-09 00:00:00,False
po_00797,cr_0013,WIP Preview #797,image,patron_only,ti_00028,2024-11-05 00:00:00,False
po_00798,cr_0013,Bonus Content #798,audio,patron_only,ti_00028,2024-11-22 00:00:00,False
po_00799,cr_0013,Update Post #799,article,patron_only,ti_00028,2024-11-08 00:00:00,True
po_00800,cr_0013,WIP Preview #800,image,patron_only,ti_00028,2024-12-15 00:00:00,False
po_00801,cr_0013,Weekly Newsletter #801,article,public,,2024-12-04 00:00:00,False
po_00802,cr_0013,Final Piece #802,image,public,,2025-01-04 00:00:00,False
po_00803,cr_0013,Final Piece #803,image,public,,2025-01-22 00:00:00,False
po_00804,cr_0013,Exclusive Sketch #804,image,patron_only,ti_00028,2025-01-18 00:00:00,False
po_00805,cr_0013,Monthly Update #805,audio,patron_only,ti_00029,2025-03-20 00:00:00,False
po_00806,cr_0013,Monthly Update #806,audio,patron_only,ti_00029,2025-04-14 00:00:00,False
po_00807,cr_0013,Monthly Update #807,audio,patron_only,ti_00028,2025-05-28 00:00:00,False
po_00808,cr_0013,Thoughts on #808,article,patron_only,ti_00028,2025-05-24 00:00:00,False
po_00809,cr_0013,Bonus Content #809,audio,patron_only,ti_00028,2025-05-22 00:00:00,False
po_00810,cr_0013,Monthly Update #810,audio,patron_only,ti_00029,2025-06-17 00:00:00,False
po_00811,cr_0013,New Artwork #811,image,patron_only,ti_00029,2025-08-22 00:00:00,False
po_00812,cr_0013,WIP Preview #812,image,public,,2025-08-17 00:00:00,False
po_00813,cr_0013,Exclusive Sketch #813,image,patron_only,ti_00030,2025-09-16 00:00:00,False
po_00814,cr_0013,Update Post #814,article,patron_only,ti_00028,2025-09-21 00:00:00,False
po_00815,cr_0013,WIP Preview #815,image,patron_only,ti_00029,2025-09-06 00:00:00,False
po_00816,cr_0013,New Artwork #816,image,patron_only,ti_00029,2025-09-20 00:00:00,False
po_00817,cr_0013,New Article #817,article,patron_only,ti_00029,2025-09-02 00:00:00,False
po_00818,cr_0013,WIP Preview #818,image,patron_only,ti_00029,2025-09-15 00:00:00,False
po_00819,cr_0013,WIP Preview #819,image,patron_only,ti_00028,2025-10-27 00:00:00,False
po_00820,cr_0013,WIP Preview #820,image,public,,2025-10-27 00:00:00,False
po_00821,cr_0013,Weekly Newsletter #821,article,public,,2025-11-03 00:00:00,False
po_00822,cr_0013,Weekly Newsletter #822,article,patron_only,ti_00028,2025-11-10 00:00:00,False
po_00823,cr_0013,Exclusive Sketch #823,image,patron_only,ti_00030,2025-11-11 00:00:00,False
po_00824,cr_0013,Final Piece #824,image,patron_only,ti_00030,2025-12-16 00:00:00,False
po_00825,cr_0014,Exclusive Sketch #825,image,patron_only,ti_00031,2024-01-16 00:00:00,False
po_00826,cr_0014,Behind the Scenes #826,video,patron_only,ti_00031,2024-01-02 00:00:00,False
po_00827,cr_0014,New Artwork #827,image,public,,2024-02-28 00:00:00,False
po_00828,cr_0014,Final Piece #828,image,patron_only,ti_00032,2024-02-07 00:00:00,False
po_00829,cr_0014,New Artwork #829,image,patron_only,ti_00032,2024-02-20 00:00:00,False
po_00830,cr_0014,Weekly Newsletter #830,article,patron_only,ti_00032,2024-02-05 00:00:00,False
po_00831,cr_0014,New Tutorial #831,video,public,,2024-03-18 00:00:00,False
po_00832,cr_0014,Update Post #832,article,patron_only,ti_00031,2024-03-04 00:00:00,False
po_00833,cr_0014,Special Episode #833,video,patron_only,ti_00031,2024-03-22 00:00:00,False
po_00834,cr_0014,Final Piece #834,image,public,,2024-03-23 00:00:00,False
po_00835,cr_0014,Exclusive Sketch #835,image,patron_only,ti_00031,2024-04-02 00:00:00,False
po_00836,cr_0014,New Artwork #836,image,public,,2024-04-28 00:00:00,False
po_00837,cr_0014,Exclusive Sketch #837,image,patron_only,ti_00032,2024-05-28 00:00:00,False
po_00838,cr_0014,Exclusive Sketch #838,image,patron_only,ti_00032,2024-05-26 00:00:00,False
po_00839,cr_0014,Weekly Update #839,video,public,,2024-05-13 00:00:00,False
po_00840,cr_0014,Final Piece #840,image,patron_only,ti_00031,2024-06-04 00:00:00,False
po_00841,cr_0014,Behind the Scenes #841,video,patron_only,ti_00031,2024-06-05 00:00:00,False
po_00842,cr_0014,WIP Preview #842,image,public,,2024-06-23 00:00:00,False
po_00843,cr_0014,New Artwork #843,image,public,,2024-07-28 00:00:00,False
po_00844,cr_0014,New Artwork #844,image,patron_only,ti_00031,2024-07-17 00:00:00,False
po_00845,cr_0014,Update Post #845,article,patron_only,ti_00031,2024-08-25 00:00:00,False
po_00846,cr_0014,Behind the Scenes #846,video,patron_only,ti_00031,2024-08-10 00:00:00,False
po_00847,cr_0014,New Artwork #847,image,patron_only,ti_00031,2024-09-14 00:00:00,False
po_00848,cr_0014,WIP Preview #848,image,patron_only,ti_00031,2024-09-24 00:00:00,False
po_00849,cr_0014,New Artwork #849,image,patron_only,ti_00031,2024-09-03 00:00:00,False
po_00850,cr_0014,Behind the Scenes #850,video,patron_only,ti_00031,2024-09-24 00:00:00,False
po_00851,cr_0014,Thoughts on #851,article,patron_only,ti_00031,2024-10-07 00:00:00,False
po_00852,cr_0014,New Tutorial #852,video,patron_only,ti_00031,2024-10-03 00:00:00,False
po_00853,cr_0014,New Artwork #853,image,patron_only,ti_00031,2024-10-22 00:00:00,False
po_00854,cr_0014,Final Piece #854,image,patron_only,ti_00031,2024-10-21 00:00:00,False
po_00855,cr_0014,WIP Preview #855,image,public,,2024-11-09 00:00:00,False
po_00856,cr_0014,Behind the Scenes #856,video,patron_only,ti_00031,2024-11-13 00:00:00,False
po_00857,cr_0014,Weekly Newsletter #857,article,patron_only,ti_00031,2024-12-02 00:00:00,False
po_00858,cr_0014,Update Post #858,article,patron_only,ti_00031,2025-01-07 00:00:00,False
