tier_id,creator_id,tier_name,tier_rank,price_usd,description,is_active,created_at,archived_at
ti_00261,cr_0113,Insider,2,12.65,Insider tier - Access to exclusive content,True,2022-08-12 00:00:00,
ti_00262,cr_0114,Basic,1,2.94,Basic tier - Access to exclusive content,True,2022-07-15 00:00:00,
ti_00263,cr_0114,Insider,2,7.63,Insider tier - Access to exclusive content,True,2022-07-13 00:00:00,
ti_00264,cr_0114,Pro,3,27.83,Pro tier - Access to exclusive content,True,2022-07-10 00:00:00,
ti_00265,cr_0115,Viewer,1,2.56,Viewer tier - Access to exclusive content,True,2023-06-06 00:00:00,
ti_00266,cr_0115,VIP,2,14.43,VIP tier - Access to exclusive content,True,2023-06-07 00:00:00,
ti_00267,cr_0115,Champion,3,22.77,Champion tier - Access to exclusive content,True,2023-06-08 00:00:00,
ti_00268,cr_0116,Fan,1,3.02,Fan tier - Access to exclusive content,True,2022-05-11 00:00:00,
ti_00269,cr_0116,Insider,2,14.31,Insider tier - Access to exclusive content,True,2022-05-12 00:00:00,
ti_00270,cr_0117,Fan,1,2.18,Fan tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00271,cr_0117,VIP,2,12.18,VIP tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00272,cr_0118,Basic,1,2.88,Basic tier - Access to exclusive content,True,2022-12-08 00:00:00,
ti_00273,cr_0118,Plus,2,14.53,Plus tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00274,cr_0119,Viewer,1,4.59,Viewer tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00275,cr_0119,Insider,2,12.74,Insider tier - Access to exclusive content,True,2022-06-16 00:00:00,
ti_00276,cr_0120,Viewer,1,4.27,Viewer tier - Access to exclusive content,True,2023-01-12 00:00:00,
ti_00277,cr_0120,VIP,2,9.39,VIP tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00278,cr_0121,Basic,1,4.19,Basic tier - Access to exclusive content,True,2023-07-06 00:00:00,
ti_00279,cr_0121,VIP,2,11.83,VIP tier - Access to exclusive content,True,2023-07-05 00:00:00,
ti_00280,cr_0122,Fan,1,2.52,Fan tier - Access to exclusive content,True,2022-01-11 00:00:00,
ti_00281,cr_0122,Plus,2,7.94,Plus tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_00282,cr_0122,Pro,3,48.5,Pro tier - Access to exclusive content,True,2022-01-14 00:00:00,
ti_00283,cr_0123,Viewer,1,3.9,Viewer tier - Access to exclusive content,True,2022-05-11 00:00:00,
ti_00284,cr_0123,Premium,2,10.12,Premium tier - Access to exclusive content,True,2022-05-11 00:00:00,
ti_00285,cr_0123,Champion,3,21.36,Champion tier - Access to exclusive content,True,2022-05-17 00:00:00,
ti_00286,cr_0124,Fan,1,3.74,Fan tier - Access to exclusive content,True,2023-03-10 00:00:00,
ti_00287,cr_0124,VIP,2,13.98,VIP tier - Access to exclusive content,True,2023-03-13 00:00:00,
ti_00288,cr_0125,Supporter,1,3.23,Supporter tier - Access to exclusive content,True,2023-07-05 00:00:00,
ti_00289,cr_0125,VIP,2,14.54,VIP tier - Access to exclusive content,True,2023-07-11 00:00:00,
ti_00290,cr_0126,Supporter,1,4.34,Supporter tier - Access to exclusive content,True,2022-05-15 00:00:00,
ti_00291,cr_0126,Plus,2,7.61,Plus tier - Access to exclusive content,True,2022-05-13 00:00:00,
ti_00292,cr_0127,Fan,1,2.64,Fan tier - Access to exclusive content,True,2022-01-13 00:00:00,
ti_00293,cr_0127,Plus,2,11.76,Plus tier - Access to exclusive content,True,2022-01-14 00:00:00,
ti_00294,cr_0127,Elite,3,38.51,Elite tier - Access to exclusive content,True,2022-01-14 00:00:00,
ti_00295,cr_0128,Fan,1,4.62,Fan tier - Access to exclusive content,True,2022-10-10 00:00:00,
ti_00296,cr_0128,VIP,2,12.99,VIP tier - Access to exclusive content,True,2022-10-12 00:00:00,
ti_00297,cr_0129,Supporter,1,3.27,Supporter tier - Access to exclusive content,True,2022-07-10 00:00:00,
ti_00298,cr_0129,Premium,2,7.25,Premium tier - Access to exclusive content,True,2022-07-14 00:00:00,
ti_00299,cr_0130,Basic,1,2.43,Basic tier - Access to exclusive content,True,2023-03-10 00:00:00,
ti_00300,cr_0130,Plus,2,7.22,Plus tier - Access to exclusive content,True,2023-03-13 00:00:00,
ti_00301,cr_0131,Fan,1,4.97,Fan tier - Access to exclusive content,True,2022-06-10 00:00:00,
ti_00302,cr_0131,Premium,2,8.1,Premium tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00303,cr_0132,Supporter,1,4.24,Supporter tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00304,cr_0132,VIP,2,14.17,VIP tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00305,cr_0132,Gold,3,44.17,Gold tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00306,cr_0133,Fan,1,2.25,Fan tier - Access to exclusive content,True,2022-05-16 00:00:00,
ti_00307,cr_0133,Insider,2,14.3,Insider tier - Access to exclusive content,True,2022-05-16 00:00:00,
ti_00308,cr_0134,Basic,1,2.42,Basic tier - Access to exclusive content,True,2022-11-12 00:00:00,
ti_00309,cr_0134,Plus,2,13.1,Plus tier - Access to exclusive content,True,2022-11-07 00:00:00,
ti_00310,cr_0135,Viewer,1,2.61,Viewer tier - Access to exclusive content,True,2023-06-10 00:00:00,
ti_00311,cr_0135,Premium,2,12.43,Premium tier - Access to exclusive content,True,2023-06-05 00:00:00,
ti_00312,cr_0136,Basic,1,3.81,Basic tier - Access to exclusive content,True,2023-01-10 00:00:00,
ti_00313,cr_0136,Premium,2,9.49,Premium tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00314,cr_0137,Viewer,1,3.86,Viewer tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00315,cr_0137,Premium,2,14.42,Premium tier - Access to exclusive content,True,2022-02-14 00:00:00,
ti_00316,cr_0138,Basic,1,2.72,Basic tier - Access to exclusive content,True,2022-12-09 00:00:00,
ti_00317,cr_0138,Insider,2,13.19,Insider tier - Access to exclusive content,True,2022-12-10 00:00:00,
ti_00318,cr_0139,Viewer,1,3.94,Viewer tier - Access to exclusive content,True,2022-01-14 00:00:00,
ti_00319,cr_0139,Premium,2,12.45,Premium tier - Access to exclusive content,True,2022-01-14 00:00:00,
ti_00320,cr_0140,Fan,1,3.84,Fan tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_00321,cr_0140,Plus,2,9.04,Plus tier - Access to exclusive content,True,2022-01-13 00:00:00,
ti_00322,cr_0140,Gold,3,30.65,Gold tier - Access to exclusive content,True,2022-01-16 00:00:00,
ti_00323,cr_0141,Viewer,1,3.97,Viewer tier - Access to exclusive content,True,2023-04-12 00:00:00,
ti_00324,cr_0141,VIP,2,10.16,VIP tier - Access to exclusive content,True,2023-04-08 00:00:00,
ti_00325,cr_0142,Viewer,1,4.72,Viewer tier - Access to exclusive content,True,2022-06-14 00:00:00,
ti_00326,cr_0142,VIP,2,8.76,VIP tier - Access to exclusive content,True,2022-06-14 00:00:00,
ti_00327,cr_0143,Viewer,1,2.29,Viewer tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00328,cr_0143,Plus,2,12.85,Plus tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00329,cr_0143,Champion,3,26.61,Champion tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00330,cr_0144,Supporter,1,4.75,Supporter tier - Access to exclusive content,True,2022-05-15 00:00:00,
ti_00331,cr_0144,Insider,2,12.04,Insider tier - Access to exclusive content,True,2022-05-16 00:00:00,
ti_00332,cr_0144,Pro,3,42.57,Pro tier - Access to exclusive content,True,2022-05-12 00:00:00,
ti_00333,cr_0145,Viewer,1,3.29,Viewer tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00334,cr_0145,Plus,2,13.6,Plus tier - Access to exclusive content,True,2022-06-16 00:00:00,
ti_00335,cr_0146,Supporter,1,3.62,Supporter tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00336,cr_0146,VIP,2,10.45,VIP tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00337,cr_0146,Champion,3,47.45,Champion tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00338,cr_0147,Viewer,1,3.45,Viewer tier - Access to exclusive content,True,2022-01-11 00:00:00,
ti_00339,cr_0147,VIP,2,9.47,VIP tier - Access to exclusive content,True,2022-01-16 00:00:00,
ti_00340,cr_0147,Elite,3,29.76,Elite tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_00341,cr_0148,Fan,1,2.02,Fan tier - Access to exclusive content,True,2022-10-11 00:00:00,
ti_00342,cr_0148,Plus,2,9.59,Plus tier - Access to exclusive content,True,2022-10-08 00:00:00,
ti_00343,cr_0149,Viewer,1,4.57,Viewer tier - Access to exclusive content,True,2022-11-12 00:00:00,
ti_00344,cr_0149,Plus,2,10.52,Plus tier - Access to exclusive content,True,2022-11-10 00:00:00,
ti_00345,cr_0150,Fan,1,3.86,Fan tier - Access to exclusive content,True,2022-10-10 00:00:00,
ti_00346,cr_0150,Plus,2,13.24,Plus tier - Access to exclusive content,True,2022-10-11 00:00:00,
ti_00347,cr_0151,Supporter,1,3.38,Supporter tier - Access to exclusive content,True,2022-06-10 00:00:00,
ti_00348,cr_0151,Plus,2,9.44,Plus tier - Access to exclusive content,True,2022-06-16 00:00:00,
ti_00349,cr_0152,Fan,1,4.66,Fan tier - Access to exclusive content,True,2022-06-16 00:00:00,
ti_00350,cr_0152,Insider,2,10.98,Insider tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00351,cr_0153,Viewer,1,2.39,Viewer tier - Access to exclusive content,True,2022-02-16 00:00:00,
ti_00352,cr_0153,Premium,2,13.06,Premium tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_00353,cr_0153,Pro,3,22.52,Pro tier - Access to exclusive content,True,2022-02-15 00:00:00,
ti_00354,cr_0154,Supporter,1,2.05,Supporter tier - Access to exclusive content,True,2022-08-11 00:00:00,
ti_00355,cr_0154,Premium,2,11.82,Premium tier - Access to exclusive content,True,2022-08-10 00:00:00,
ti_00356,cr_0155,Fan,1,2.07,Fan tier - Access to exclusive content,True,2022-12-12 00:00:00,
ti_00357,cr_0155,Insider,2,14.8,Insider tier - Access to exclusive content,True,2022-12-07 00:00:00,
ti_00358,cr_0156,Viewer,1,4.61,Viewer tier - Access to exclusive content,True,2022-06-10 00:00:00,
ti_00359,cr_0156,Premium,2,10.36,Premium tier - Access to exclusive content,True,2022-06-12 00:00:00,
ti_00360,cr_0157,Supporter,1,3.72,Supporter tier - Access to exclusive content,True,2022-09-10 00:00:00,
ti_00361,cr_0157,Premium,2,7.23,Premium tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_00362,cr_0158,Basic,1,2.94,Basic tier - Access to exclusive content,True,2023-06-06 00:00:00,
ti_00363,cr_0158,Plus,2,11.71,Plus tier - Access to exclusive content,True,2023-06-08 00:00:00,
ti_00364,cr_0158,Pro,3,49.21,Pro tier - Access to exclusive content,True,2023-06-06 00:00:00,
ti_00365,cr_0159,Basic,1,4.13,Basic tier - Access to exclusive content,True,2022-05-17 00:00:00,
ti_00366,cr_0159,Insider,2,8.06,Insider tier - Access to exclusive content,True,2022-05-16 00:00:00,
ti_00367,cr_0160,Fan,1,2.28,Fan tier - Access to exclusive content,True,2023-06-10 00:00:00,
ti_00368,cr_0160,Insider,2,8.31,Insider tier - Access to exclusive content,True,2023-06-09 00:00:00,
ti_00369,cr_0161,Viewer,1,2.78,Viewer tier - Access to exclusive content,True,2022-09-12 00:00:00,
ti_00370,cr_0161,VIP,2,7.72,VIP tier - Access to exclusive content,True,2022-09-11 00:00:00,
ti_00371,cr_0162,Fan,1,3.88,Fan tier - Access to exclusive content,True,2023-02-10 00:00:00,
ti_00372,cr_0162,Premium,2,9.24,Premium tier - Access to exclusive content,True,2023-02-06 00:00:00,
ti_00373,cr_0163,Fan,1,4.61,Fan tier - Access to exclusive content,True,2022-10-12 00:00:00,
ti_00374,cr_0163,Insider,2,12.82,Insider tier - Access to exclusive content,True,2022-10-11 00:00:00,
ti_00375,cr_0164,Fan,1,3.66,Fan tier - Access to exclusive content,True,2022-03-13 00:00:00,
ti_00376,cr_0164,Plus,2,8.67,Plus tier - Access to exclusive content,True,2022-03-14 00:00:00,
ti_00377,cr_0165,Fan,1,3.64,Fan tier - Access to exclusive content,True,2022-11-12 00:00:00,
ti_00378,cr_0165,Premium,2,9.77,Premium tier - Access to exclusive content,True,2022-11-12 00:00:00,
ti_00379,cr_0165,Pro,3,23.77,Pro tier - Access to exclusive content,True,2022-11-11 00:00:00,
ti_00380,cr_0166,Basic,1,3.75,Basic tier - Access to exclusive content,True,2023-01-12 00:00:00,
ti_00381,cr_0166,Insider,2,13.42,Insider tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00382,cr_0166,Champion,3,49.28,Champion tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00383,cr_0167,Fan,1,2.94,Fan tier - Access to exclusive content,True,2022-02-16 00:00:00,
ti_00384,cr_0167,Premium,2,7.89,Premium tier - Access to exclusive content,True,2022-02-15 00:00:00,
ti_00385,cr_0168,Viewer,1,4.37,Viewer tier - Access to exclusive content,True,2023-05-06 00:00:00,
ti_00386,cr_0168,Premium,2,11.36,Premium tier - Access to exclusive content,True,2023-05-07 00:00:00,
ti_00387,cr_0168,Elite,3,21.36,Elite tier - Access to exclusive content,True,2023-05-11 00:00:00,
ti_00388,cr_0169,Viewer,1,2.25,Viewer tier - Access to exclusive content,True,2022-05-15 00:00:00,
ti_00389,cr_0169,Plus,2,14.92,Plus tier - Access to exclusive content,True,2022-05-12 00:00:00,
ti_00390,cr_0170,Viewer,1,3.51,Viewer tier - Access to exclusive content,True,2022-07-12 00:00:00,
ti_00391,cr_0170,Insider,2,8.35,Insider tier - Access to exclusive content,True,2022-07-12 00:00:00,
ti_00392,cr_0171,Basic,1,4.6,Basic tier - Access to exclusive content,True,2022-07-16 00:00:00,
ti_00393,cr_0171,Premium,2,10.74,Premium tier - Access to exclusive content,True,2022-07-12 00:00:00,
ti_00394,cr_0172,Viewer,1,3.28,Viewer tier - Access to exclusive content,True,2022-03-12 00:00:00,
ti_00395,cr_0172,VIP,2,11.01,VIP tier - Access to exclusive content,True,2022-03-17 00:00:00,
ti_00396,cr_0173,Viewer,1,3.29,Viewer tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00397,cr_0173,Plus,2,8.03,Plus tier - Access to exclusive content,True,2023-01-09 00:00:00,
ti_00398,cr_0174,Viewer,1,3.57,Viewer tier - Access to exclusive content,True,2022-02-16 00:00:00,
ti_00399,cr_0174,Insider,2,10.77,Insider tier - Access to exclusive content,True,2022-02-13 00:00:00,
ti_00400,cr_0175,Fan,1,3.96,Fan tier - Access to exclusive content,True,2022-11-08 00:00:00,
ti_00401,cr_0175,Premium,2,13.33,Premium tier - Access to exclusive content,True,2022-11-10 00:00:00,
ti_00402,cr_0176,Viewer,1,2.38,Viewer tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00403,cr_0176,Plus,2,12.39,Plus tier - Access to exclusive content,True,2022-09-10 00:00:00,
ti_00404,cr_0177,Fan,1,4.03,Fan tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00405,cr_0177,VIP,2,11.83,VIP tier - Access to exclusive content,True,2023-01-07 00:00:00,
ti_00406,cr_0178,Supporter,1,3.29,Supporter tier - Access to exclusive content,True,2022-07-13 00:00:00,
ti_00407,cr_0178,Plus,2,13.15,Plus tier - Access to exclusive content,True,2022-07-11 00:00:00,
ti_00408,cr_0179,Fan,1,2.7,Fan tier - Access to exclusive content,True,2023-02-05 00:00:00,
ti_00409,cr_0179,Insider,2,12.22,Insider tier - Access to exclusive content,True,2023-02-09 00:00:00,
ti_00410,cr_0180,Fan,1,2.64,Fan tier - Access to exclusive content,True,2022-03-15 00:00:00,
ti_00411,cr_0180,Insider,2,12.61,Insider tier - Access to exclusive content,True,2022-03-12 00:00:00,
ti_00412,cr_0181,Fan,1,2.55,Fan tier - Access to exclusive content,True,2023-02-06 00:00:00,
ti_00413,cr_0181,Plus,2,10.29,Plus tier - Access to exclusive content,True,2023-02-08 00:00:00,
ti_00414,cr_0181,Pro,3,20.84,Pro tier - Access to exclusive content,True,2023-02-05 00:00:00,
ti_00415,cr_0182,Viewer,1,2.08,Viewer tier - Access to exclusive content,True,2022-11-08 00:00:00,
ti_00416,cr_0182,VIP,2,10.41,VIP tier - Access to exclusive content,True,2022-11-10 00:00:00,
ti_00417,cr_0183,Basic,1,2.89,Basic tier - Access to exclusive content,True,2022-10-08 00:00:00,
ti_00418,cr_0183,Plus,2,14.72,Plus tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00419,cr_0184,Fan,1,3.73,Fan tier - Access to exclusive content,True,2022-05-17 00:00:00,
ti_00420,cr_0184,Premium,2,11.0,Premium tier - Access to exclusive content,True,2022-05-16 00:00:00,
ti_00421,cr_0184,Pro,3,22.7,Pro tier - Access to exclusive content,True,2022-05-16 00:00:00,
ti_00422,cr_0185,Supporter,1,4.59,Supporter tier - Access to exclusive content,True,2022-04-16 00:00:00,
ti_00423,cr_0185,VIP,2,12.72,VIP tier - Access to exclusive content,True,2022-04-16 00:00:00,
ti_00424,cr_0185,Champion,3,35.76,Champion tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00425,cr_0186,Fan,1,4.38,Fan tier - Access to exclusive content,True,2023-05-10 00:00:00,
ti_00426,cr_0186,Premium,2,12.44,Premium tier - Access to exclusive content,True,2023-05-11 00:00:00,
ti_00427,cr_0186,Champion,3,28.87,Champion tier - Access to exclusive content,True,2023-05-10 00:00:00,
ti_00428,cr_0187,Viewer,1,2.65,Viewer tier - Access to exclusive content,True,2022-01-15 00:00:00,
ti_00429,cr_0187,Premium,2,12.07,Premium tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_00430,cr_0188,Viewer,1,4.19,Viewer tier - Access to exclusive content,True,2022-10-08 00:00:00,
ti_00431,cr_0188,Premium,2,12.32,Premium tier - Access to exclusive content,True,2022-10-12 00:00:00,
ti_00432,cr_0189,Viewer,1,2.4,Viewer tier - Access to exclusive content,True,2022-01-11 00:00:00,
ti_00433,cr_0189,Insider,2,13.65,Insider tier - Access to exclusive content,True,2022-01-14 00:00:00,
ti_00434,cr_0190,Viewer,1,2.31,Viewer tier - Access to exclusive content,True,2023-04-12 00:00:00,
ti_00435,cr_0190,Insider,2,12.83,Insider tier - Access to exclusive content,True,2023-04-11 00:00:00,
ti_00436,cr_0191,Basic,1,2.0,Basic tier - Access to exclusive content,True,2022-03-14 00:00:00,
ti_00437,cr_0191,Insider,2,9.85,Insider tier - Access to exclusive content,True,2022-03-17 00:00:00,
ti_00438,cr_0192,Viewer,1,3.62,Viewer tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00439,cr_0192,Insider,2,14.66,Insider tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00440,cr_0193,Fan,1,2.26,Fan tier - Access to exclusive content,True,2023-03-13 00:00:00,
ti_00441,cr_0193,Plus,2,10.04,Plus tier - Access to exclusive content,True,2023-03-11 00:00:00,
ti_00442,cr_0194,Basic,1,2.72,Basic tier - Access to exclusive content,True,2022-08-09 00:00:00,
ti_00443,cr_0194,Insider,2,9.52,Insider tier - Access to exclusive content,True,2022-08-11 00:00:00,
ti_00444,cr_0195,Basic,1,4.93,Basic tier - Access to exclusive content,True,2022-02-14 00:00:00,
ti_00445,cr_0195,VIP,2,7.7,VIP tier - Access to exclusive content,True,2022-02-12 00:00:00,
ti_00446,cr_0195,Elite,3,46.74,Elite tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00447,cr_0196,Fan,1,3.43,Fan tier - Access to exclusive content,True,2023-02-05 00:00:00,
ti_00448,cr_0196,VIP,2,10.91,VIP tier - Access to exclusive content,True,2023-02-10 00:00:00,
ti_00449,cr_0197,Fan,1,4.08,Fan tier - Access to exclusive content,True,2022-03-14 00:00:00,
ti_00450,cr_0197,Plus,2,12.91,Plus tier - Access to exclusive content,True,2022-03-14 00:00:00,
ti_00451,cr_0198,Viewer,1,3.72,Viewer tier - Access to exclusive content,True,2023-06-05 00:00:00,
ti_00452,cr_0198,Insider,2,13.43,Insider tier - Access to exclusive content,True,2023-06-10 00:00:00,
ti_00453,cr_0199,Basic,1,2.28,Basic tier - Access to exclusive content,True,2022-05-15 00:00:00,
ti_00454,cr_0199,Plus,2,12.39,Plus tier - Access to exclusive content,True,2022-05-16 00:00:00,
ti_00455,cr_0199,Elite,3,29.23,Elite tier - Access to exclusive content,True,2022-05-15 00:00:00,
ti_00456,cr_0200,Viewer,1,2.7,Viewer tier - Access to exclusive content,True,2023-02-08 00:00:00,
ti_00457,cr_0200,Premium,2,11.41,Premium tier - Access to exclusive content,True,2023-02-07 00:00:00,
ti_00458,cr_0200,Elite,3,34.35,Elite tier - Access to exclusive content,True,2023-02-09 00:00:00,
ti_00459,cr_0201,Basic,1,2.26,Basic tier - Access to exclusive content,True,2022-08-15 00:00:00,
ti_00460,cr_0201,Insider,2,14.8,Insider tier - Access to exclusive content,True,2022-08-15 00:00:00,
ti_00461,cr_0202,Supporter,1,2.14,Supporter tier - Access to exclusive content,True,2022-06-12 00:00:00,
ti_00462,cr_0202,Premium,2,14.46,Premium tier - Access to exclusive content,True,2022-06-12 00:00:00,
ti_00463,cr_0203,Viewer,1,3.2,Viewer tier - Access to exclusive content,True,2023-05-11 00:00:00,
ti_00464,cr_0203,VIP,2,12.22,VIP tier - Access to exclusive content,True,2023-05-06 00:00:00,
ti_00465,cr_0204,Viewer,1,3.63,Viewer tier - Access to exclusive content,True,2023-04-11 00:00:00,
ti_00466,cr_0204,Insider,2,14.15,Insider tier - Access to exclusive content,True,2023-04-08 00:00:00,
ti_00467,cr_0204,Champion,3,47.23,Champion tier - Access to exclusive content,True,2023-04-06 00:00:00,
ti_00468,cr_0205,Viewer,1,4.31,Viewer tier - Access to exclusive content,True,2023-06-07 00:00:00,
ti_00469,cr_0205,Plus,2,14.53,Plus tier - Access to exclusive content,True,2023-06-10 00:00:00,
ti_00470,cr_0205,Champion,3,41.97,Champion tier - Access to exclusive content,True,2023-06-05 00:00:00,
ti_00471,cr_0206,Supporter,1,4.5,Supporter tier - Access to exclusive content,True,2022-02-10 00:00:00,
ti_00472,cr_0206,VIP,2,14.73,VIP tier - Access to exclusive content,True,2022-02-12 00:00:00,
ti_00473,cr_0206,Elite,3,47.92,Elite tier - Access to exclusive content,True,2022-02-15 00:00:00,
ti_00474,cr_0207,Fan,1,3.11,Fan tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_00475,cr_0207,Premium,2,13.32,Premium tier - Access to exclusive content,True,2022-09-11 00:00:00,
ti_00476,cr_0208,Fan,1,3.04,Fan tier - Access to exclusive content,True,2022-04-16 00:00:00,
ti_00477,cr_0208,Plus,2,10.73,Plus tier - Access to exclusive content,True,2022-04-14 00:00:00,
ti_00478,cr_0209,Viewer,1,2.18,Viewer tier - Access to exclusive content,True,2023-07-05 00:00:00,
ti_00479,cr_0209,Premium,2,7.85,Premium tier - Access to exclusive content,True,2023-07-10 00:00:00,
ti_00480,cr_0210,Supporter,1,4.62,Supporter tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00481,cr_0210,Premium,2,10.32,Premium tier - Access to exclusive content,True,2023-01-08 00:00:00,
ti_00482,cr_0210,Champion,3,39.79,Champion tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00483,cr_0211,Basic,1,2.18,Basic tier - Access to exclusive content,True,2022-08-09 00:00:00,
ti_00484,cr_0211,Premium,2,14.52,Premium tier - Access to exclusive content,True,2022-08-09 00:00:00,
ti_00485,cr_0212,Supporter,1,2.45,Supporter tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00486,cr_0212,Plus,2,11.81,Plus tier - Access to exclusive content,True,2023-01-07 00:00:00,
ti_00487,cr_0212,Champion,3,32.04,Champion tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00488,cr_0213,Supporter,1,3.18,Supporter tier - Access to exclusive content,True,2022-05-14 00:00:00,
ti_00489,cr_0213,Insider,2,12.87,Insider tier - Access to exclusive content,True,2022-05-16 00:00:00,
ti_00490,cr_0214,Supporter,1,3.66,Supporter tier - Access to exclusive content,True,2023-05-07 00:00:00,
ti_00491,cr_0214,Insider,2,13.98,Insider tier - Access to exclusive content,True,2023-05-10 00:00:00,
ti_00492,cr_0215,Viewer,1,2.89,Viewer tier - Access to exclusive content,True,2022-07-12 00:00:00,
ti_00493,cr_0215,VIP,2,12.43,VIP tier - Access to exclusive content,True,2022-07-15 00:00:00,
ti_00494,cr_0216,Fan,1,2.52,Fan tier - Access to exclusive content,True,2022-01-13 00:00:00,
ti_00495,cr_0216,Insider,2,8.21,Insider tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_00496,cr_0217,Viewer,1,2.24,Viewer tier - Access to exclusive content,True,2023-05-11 00:00:00,
ti_00497,cr_0217,Insider,2,13.04,Insider tier - Access to exclusive content,True,2023-05-06 00:00:00,
ti_00498,cr_0218,Basic,1,2.24,Basic tier - Access to exclusive content,True,2022-08-10 00:00:00,
ti_00499,cr_0218,Premium,2,12.04,Premium tier - Access to exclusive content,True,2022-08-12 00:00:00,
ti_00500,cr_0218,Gold,3,43.5,Gold tier - Access to exclusive content,True,2022-08-15 00:00:00,
ti_00501,cr_0219,Supporter,1,2.37,Supporter tier - Access to exclusive content,True,2022-08-10 00:00:00,
ti_00502,cr_0219,Plus,2,14.77,Plus tier - Access to exclusive content,True,2022-08-14 00:00:00,
ti_00503,cr_0219,Champion,3,41.66,Champion tier - Access to exclusive content,True,2022-08-14 00:00:00,
ti_00504,cr_0220,Supporter,1,3.27,Supporter tier - Access to exclusive content,True,2023-06-09 00:00:00,
ti_00505,cr_0220,Premium,2,7.08,Premium tier - Access to exclusive content,True,2023-06-05 00:00:00,
ti_00506,cr_0221,Supporter,1,4.36,Supporter tier - Access to exclusive content,True,2022-08-11 00:00:00,
ti_00507,cr_0221,Premium,2,9.73,Premium tier - Access to exclusive content,True,2022-08-13 00:00:00,
ti_00508,cr_0222,Basic,1,2.68,Basic tier - Access to exclusive content,True,2023-04-11 00:00:00,
ti_00509,cr_0222,Premium,2,9.81,Premium tier - Access to exclusive content,True,2023-04-09 00:00:00,
ti_00510,cr_0223,Supporter,1,2.35,Supporter tier - Access to exclusive content,True,2022-07-12 00:00:00,
ti_00511,cr_0223,Premium,2,8.51,Premium tier - Access to exclusive content,True,2022-07-13 00:00:00,
ti_00512,cr_0224,Viewer,1,4.72,Viewer tier - Access to exclusive content,True,2023-06-07 00:00:00,
ti_00513,cr_0224,Insider,2,8.58,Insider tier - Access to exclusive content,True,2023-06-08 00:00:00,
ti_00514,cr_0224,Champion,3,25.98,Champion tier - Access to exclusive content,True,2023-06-05 00:00:00,
ti_00515,cr_0225,Supporter,1,2.2,Supporter tier - Access to exclusive content,True,2023-03-10 00:00:00,
ti_00516,cr_0225,Premium,2,14.48,Premium tier - Access to exclusive content,True,2023-03-07 00:00:00,
ti_00517,cr_0226,Basic,1,2.04,Basic tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00518,cr_0226,VIP,2,11.33,VIP tier - Access to exclusive content,True,2022-10-11 00:00:00,
ti_00519,cr_0227,Supporter,1,3.44,Supporter tier - Access to exclusive content,True,2023-07-09 00:00:00,
ti_00520,cr_0227,Plus,2,13.56,Plus tier - Access to exclusive content,True,2023-07-11 00:00:00,
ti_00521,cr_0228,Basic,1,2.85,Basic tier - Access to exclusive content,True,2022-09-09 00:00:00,
